1,39.17,1.71,1,1,9,1,0.125,1,1,5,2,1,480.0,0,1
2,24.75,12.5,1,1,12,1,1.5,1,1,12,2,1,120.0,567,1
1,28.0,2.0,1,1,6,2,4.165,1,1,2,2,1,181.0,0,1
2,22.67,7.0,1,1,7,1,0.165,2,2,0,1,1,160.0,0,2
1,47.83,4.165,1,1,9,3,0.085,2,2,0,2,1,520.0,0,2
1,18.08,6.75,2,2,3,1,0.04,2,2,0,1,1,140.0,0,2
1,27.58,2.04,2,2,12,1,2.0,1,1,3,2,1,370.0,560,1
1,32.25,1.5,1,1,7,1,0.25,2,2,0,2,1,372.0,122,2
1,32.33,7.5,1,1,11,3,1.585,1,2,0,2,2,420.0,0,2
1,43.25,3.0,1,1,2,2,6.0,1,1,11,1,1,80.0,0,1
1,62.75,7.0,1,1,11,6,0.0,2,2,0,1,1,0.0,12,2
1,44.25,11.0,2,2,8,1,1.5,1,2,0,1,2,0.0,0,2
1,18.17,2.46,1,1,7,9,0.96,2,1,2,2,1,160.0,587,2
1,44.83,7.0,2,2,7,1,1.625,2,2,0,1,1,160.0,2,2
2,47.75,8.0,1,1,7,1,7.875,1,1,6,2,1,0.0,1260,1
1,23.75,12.0,1,1,7,1,2.085,2,2,0,1,2,80.0,0,2
2,21.92,11.665,1,1,6,2,0.085,2,2,0,1,1,320.0,5,2
2,65.17,14.0,1,1,13,4,0.0,1,1,11,2,1,0.0,1400,1
1,37.42,2.04,1,1,1,1,0.04,1,2,0,2,1,400.0,5800,1
1,38.17,10.125,1,1,9,1,2.5,1,1,6,1,1,520.0,196,1
1,42.75,3.0,1,1,10,3,1.0,1,2,0,1,1,0.0,200,2
1,27.83,1.54,1,1,1,1,3.75,1,1,5,2,1,100.0,3,1
2,30.58,10.665,1,1,2,2,0.085,2,1,12,2,1,129.0,3,2
2,58.42,21.0,1,1,10,3,10.0,1,1,13,1,1,0.0,6700,1
1,40.25,21.5,1,1,11,6,20.0,1,1,11,1,1,0.0,1200,1
1,35.17,2.5,1,1,6,1,4.5,1,1,7,1,1,150.0,1270,1
1,26.5,2.71,2,2,7,1,0.085,2,2,0,1,2,80.0,0,2
1,19.33,9.5,1,1,2,1,1.0,1,2,0,2,1,60.0,400,1
1,32.42,3.0,1,1,8,1,0.165,2,2,0,2,1,120.0,0,2
1,31.33,19.5,1,1,7,1,7.0,1,1,16,1,1,0.0,5000,1
1,25.17,3.0,1,1,7,1,1.25,2,1,1,1,1,0.0,22,2
1,25.17,3.5,1,1,5,1,0.625,1,1,7,1,1,0.0,7059,1
1,20.0,7.0,1,1,7,1,0.5,2,2,0,1,1,0.0,0,2
2,23.0,11.75,1,1,9,2,0.5,1,1,2,2,1,300.0,551,1
1,32.42,2.165,2,2,6,4,0.0,2,2,0,1,1,120.0,0,2
2,18.83,9.5,1,1,1,1,1.625,1,1,6,2,1,40.0,600,1
2,28.67,1.04,1,1,7,1,2.5,1,1,5,2,1,300.0,1430,1
2,56.5,16.0,1,1,14,4,0.0,1,1,15,1,1,0.0,247,1
1,31.67,16.165,1,1,8,1,3.0,1,1,9,1,1,250.0,730,1
1,30.17,1.085,2,2,7,1,0.04,2,2,0,1,1,170.0,179,2
1,22.75,11.5,1,1,10,1,0.415,2,2,0,1,1,0.0,0,2
1,17.92,0.205,1,1,12,1,0.04,2,2,0,1,1,280.0,750,2
1,40.58,1.5,1,1,10,3,0.0,2,2,0,1,2,300.0,0,2
1,18.17,10.25,1,1,7,2,1.085,2,2,0,1,1,320.0,13,2
1,44.33,0.5,1,1,10,2,5.0,1,2,0,2,1,320.0,0,1
1,20.42,7.0,1,1,7,1,1.625,1,1,3,1,1,200.0,1391,1
1,29.58,4.5,1,1,1,1,7.5,1,1,2,2,1,330.0,0,1
1,59.5,2.75,1,1,1,1,1.75,1,1,5,2,1,60.0,58,1
1,36.67,2.0,1,1,10,1,0.25,2,2,0,2,1,221.0,0,2
2,46.08,3.0,1,1,7,1,2.375,1,1,8,2,1,396.0,4159,1
1,31.25,1.125,1,1,13,4,0.0,2,1,1,1,1,96.0,19,2
1,54.83,15.5,1,1,11,6,0.0,1,1,20,1,1,152.0,130,2
2,24.5,0.5,1,1,2,2,1.5,1,2,0,1,1,280.0,824,1
1,20.67,0.415,1,1,7,1,0.125,2,2,0,1,1,0.0,44,2
1,13.75,4.0,2,2,1,1,1.75,1,1,2,2,1,120.0,1000,1
1,26.83,0.54,1,1,6,4,0.0,2,2,0,1,1,100.0,0,2
1,34.83,2.5,2,2,1,1,3.0,2,2,0,1,2,200.0,0,2
1,32.08,4.0,2,2,5,1,1.5,2,2,0,2,1,120.0,0,2
1,19.5,9.585,1,1,12,1,0.79,2,2,0,1,1,80.0,350,2
1,39.92,0.54,2,2,12,1,0.5,1,1,3,1,1,200.0,1000,1
1,37.5,0.835,1,1,11,1,0.04,2,2,0,1,1,120.0,5,2
1,49.17,2.29,1,1,13,4,0.29,2,2,0,1,1,200.0,3,2
1,52.5,6.5,1,1,6,1,6.29,1,1,15,1,1,0.0,11202,1
1,28.92,0.375,1,1,7,1,0.29,2,2,0,1,1,220.0,140,2
1,32.33,3.5,1,1,6,1,0.5,2,2,0,2,1,232.0,0,2
1,34.25,3.0,1,1,5,2,7.415,1,2,0,2,1,0.0,0,1
1,80.25,5.5,1,1,7,1,0.54,1,2,0,1,1,0.0,340,2
1,31.5681710914,0.625,1,1,6,1,0.25,2,2,0,1,1,380.0,2010,2
2,52.5,7.0,1,1,12,2,3.0,2,2,0,1,1,0.0,0,2
2,36.0,1.0,1,1,7,1,2.0,1,1,11,1,1,0.0,456,1
1,39.58,5.0,1,1,13,4,0.0,2,1,2,1,1,17.0,1,2
1,40.92,0.5,2,2,3,1,0.5,2,2,0,2,1,130.0,0,2
1,22.08,11.0,1,1,5,1,0.665,1,2,0,1,1,100.0,0,1
1,41.33,0.0,1,1,7,3,15.0,1,2,0,1,1,0.0,0,1
2,27.67,1.5,1,1,3,1,2.0,1,2,0,1,2,368.0,0,2
2,31.5681710914,1.5,1,1,13,4,0.0,2,1,2,2,1,200.0,105,2
1,22.83,3.0,1,1,3,1,1.29,1,1,1,1,1,260.0,800,1
2,29.5,0.46,1,1,6,1,0.54,1,1,4,1,1,380.0,500,1
1,25.42,0.54,1,1,1,1,0.165,2,1,1,1,1,272.0,444,2
1,57.42,8.5,1,1,11,2,7.0,1,1,3,1,1,0.0,0,1
1,42.25,1.75,2,2,7,1,0.0,2,2,0,2,1,150.0,1,2
2,33.08,1.625,1,1,8,1,0.54,2,2,0,2,1,0.0,0,2
1,51.83,2.04,2,2,13,4,1.5,2,2,0,1,1,120.0,1,2
2,20.5,11.835,1,1,7,2,6.0,1,2,0,1,1,340.0,0,1
1,48.5,4.25,1,1,3,1,0.125,1,2,0,2,1,225.0,0,1
2,25.0,12.33,1,1,5,2,3.5,1,1,6,1,1,400.0,458,1
1,18.83,0.415,2,2,7,1,0.165,2,1,1,1,1,200.0,1,2
1,31.08,3.085,1,1,7,1,2.5,2,1,2,2,1,160.0,41,2
1,37.33,6.5,1,1,3,2,4.25,1,1,12,2,1,93.0,0,1
1,36.08,2.54,1,1,13,4,0.0,2,2,0,1,1,0.0,1000,2
1,29.5,2.0,2,2,11,2,2.0,2,2,0,1,1,256.0,17,2
2,31.25,3.75,1,1,5,2,0.625,1,1,9,2,1,181.0,0,1
2,20.83,3.0,1,1,12,1,0.04,1,2,0,1,1,100.0,0,1
1,42.0,0.205,1,1,10,2,5.125,1,2,0,1,1,400.0,0,1
1,48.08,3.75,1,1,10,3,1.0,2,2,0,1,1,100.0,2,2
1,23.58,0.46,2,2,1,1,2.625,1,1,6,2,1,208.0,347,2
2,46.67,0.46,1,1,5,2,0.415,1,1,11,2,1,440.0,6,1
1,22.25,0.46,1,1,6,1,0.125,2,2,0,2,1,280.0,55,2
1,41.75,0.96,1,1,9,1,2.5,1,2,0,1,1,510.0,600,1
2,18.17,10.0,2,2,2,2,0.165,2,2,0,1,1,340.0,0,2
1,22.67,0.165,1,1,7,5,2.25,2,2,0,2,2,0.0,0,1
1,23.17,0.0,1,1,7,1,0.0,2,2,0,1,3,184.014771049,0,1
1,21.33,7.5,1,1,12,1,1.415,1,1,1,1,1,80.0,9800,1
1,48.58,0.205,2,2,6,1,0.25,1,1,11,1,1,380.0,2732,1
2,18.58,10.0,1,1,8,1,0.415,2,2,0,1,1,80.0,42,2
1,18.58,10.29,1,1,13,4,0.415,2,2,0,1,1,80.0,0,2
1,26.67,1.75,2,2,7,1,1.0,1,1,5,2,1,160.0,5777,1
1,34.08,6.5,1,1,12,1,0.125,1,2,0,2,1,443.0,0,2
1,31.5681710914,0.5,1,1,7,3,0.835,1,2,0,2,2,320.0,0,2
1,30.58,2.71,2,2,3,1,0.125,2,2,0,2,2,80.0,0,2
1,67.75,5.5,1,1,11,6,13.0,1,1,1,2,1,0.0,0,1
1,39.5,4.25,1,1,7,3,6.5,1,1,16,1,1,117.0,1210,1
1,19.17,0.0,2,2,3,3,0.0,2,2,0,2,2,500.0,1,1
1,17.67,4.46,1,1,7,1,0.25,2,2,0,1,2,80.0,0,2
2,51.92,6.5,1,1,10,3,3.085,2,2,0,2,1,73.0,0,2
1,36.17,18.125,1,1,1,1,0.085,2,2,0,1,1,320.0,3552,2
1,28.25,5.125,1,1,9,1,4.75,1,1,2,1,1,420.0,7,1
1,32.25,0.165,2,2,7,2,3.25,1,1,1,2,1,432.0,8000,1
1,41.0,0.04,1,1,11,1,0.04,2,1,1,1,2,560.0,0,1
1,22.92,3.165,2,2,7,1,0.165,2,2,0,1,1,160.0,1058,2
1,47.67,0.29,1,1,7,3,15.0,1,1,20,1,1,0.0,15000,1
2,41.0,2.04,2,2,2,2,0.125,1,1,23,2,1,455.0,1236,1
1,56.0,12.5,1,1,6,2,8.0,1,2,0,2,1,24.0,2028,1
1,29.83,1.25,2,2,6,1,0.25,2,2,0,1,1,224.0,0,2
1,30.67,2.5,1,1,5,2,2.25,2,2,0,2,2,340.0,0,2
2,29.58,1.75,2,2,6,1,1.25,2,2,0,2,1,280.0,0,2
1,36.75,0.125,2,2,7,1,1.5,2,2,0,2,1,232.0,113,1
1,62.5,12.75,2,2,7,2,5.0,1,2,0,1,1,112.0,0,2
1,39.17,2.5,2,2,10,2,10.0,2,2,0,2,2,200.0,0,2
2,25.58,0.0,1,1,7,1,0.0,2,2,0,1,3,184.014771049,0,1
1,31.83,0.04,2,2,3,1,0.04,2,2,0,1,1,0.0,0,2
1,25.08,1.71,1,1,9,1,1.665,1,1,1,2,1,395.0,20,1
2,25.25,13.5,2,2,13,4,2.0,2,1,1,2,1,200.0,1,2
1,69.17,9.0,1,1,13,4,4.0,2,1,1,1,1,70.0,6,2
2,31.5681710914,11.25,1,1,13,4,0.0,2,2,0,1,1,184.014771049,5200,2
2,71.58,0.0,1,1,7,1,0.0,2,2,0,1,3,184.014771049,0,1
1,26.17,12.5,2,2,6,2,1.25,2,2,0,2,1,0.0,17,2
1,25.83,12.835,1,1,5,1,0.5,2,2,0,1,1,0.0,2,2
2,24.83,4.5,1,1,1,1,1.0,2,2,0,2,1,360.0,6,2
2,19.17,5.415,1,1,10,2,0.29,2,2,0,1,1,80.0,484,2
1,21.17,0.0,1,1,7,1,0.5,2,2,0,2,2,0.0,0,2
2,44.33,0.0,1,1,7,1,2.5,1,2,0,1,1,0.0,0,1
2,30.67,12.0,1,1,7,1,2.0,1,1,1,1,1,220.0,19,1
1,33.5,1.75,1,1,9,2,4.5,1,1,4,2,1,253.0,857,1
1,18.25,0.165,1,1,8,1,0.25,2,2,0,2,2,280.0,0,2
1,60.08,14.5,1,1,13,4,18.0,1,1,15,2,1,0.0,1000,1
2,18.92,9.0,1,1,12,1,0.75,1,1,2,1,1,88.0,591,1
1,40.92,0.835,1,1,13,4,0.0,1,2,0,1,1,130.0,1,2
1,27.75,0.585,2,2,5,1,0.25,1,1,2,1,1,260.0,500,1
1,25.67,0.29,2,2,7,1,1.5,2,2,0,2,1,160.0,0,2
2,22.42,5.665,1,1,2,1,2.585,1,1,7,1,1,129.0,3257,1
1,50.75,0.585,1,1,13,4,0.0,2,2,0,1,1,145.0,0,2
1,28.67,14.5,1,1,8,1,0.125,2,2,0,1,1,0.0,286,2
1,49.58,19.0,1,1,13,4,0.0,1,1,1,1,1,94.0,0,2
2,28.17,0.375,1,1,2,1,0.585,1,1,4,1,1,80.0,0,1
2,24.33,2.5,2,2,10,3,4.5,2,2,0,1,1,200.0,456,2
2,35.42,12.0,1,1,2,2,14.0,1,1,8,1,1,0.0,6590,1
1,28.75,1.5,2,2,7,1,1.5,1,2,0,2,1,0.0,225,2
1,20.42,7.5,1,1,6,1,1.5,1,1,1,1,1,160.0,234,1
2,20.42,0.835,1,1,2,1,1.585,1,1,1,1,1,0.0,0,1
1,54.58,9.415,1,1,13,4,14.415,1,1,11,2,1,30.0,300,1
2,17.67,0.0,2,2,14,4,0.0,2,2,0,1,1,86.0,0,2
2,37.75,5.5,1,1,2,1,0.125,1,2,0,2,1,228.0,0,1
1,33.58,0.25,1,1,10,3,4.0,2,2,0,2,2,420.0,0,2
1,29.58,4.75,1,1,3,1,2.0,2,1,1,2,1,460.0,68,2
1,23.25,1.0,1,1,7,1,0.835,1,2,0,1,2,300.0,0,1
1,48.75,26.335,2,2,13,4,0.0,1,2,0,2,1,0.0,0,2
1,20.75,5.085,2,2,14,1,0.29,2,2,0,1,1,140.0,184,2
2,22.67,0.335,1,1,2,1,0.75,2,2,0,1,2,160.0,0,2
1,23.92,0.585,2,2,5,2,0.125,2,2,0,1,1,240.0,1,2
2,49.0,1.5,1,1,14,5,0.0,1,2,0,2,1,100.0,27,2
1,15.17,7.0,1,1,11,1,1.0,2,2,0,1,1,600.0,0,2
2,23.58,0.83,1,1,2,1,0.415,2,1,1,2,1,200.0,11,2
1,24.08,9.0,1,1,12,1,0.25,2,2,0,2,1,0.0,0,2
1,32.25,14.0,2,2,13,4,0.0,2,1,2,1,1,160.0,1,2
1,34.42,1.335,1,1,10,3,0.125,2,2,0,2,1,440.0,4500,2
2,46.0,4.0,1,1,14,5,0.0,1,2,0,1,1,100.0,960,1
1,27.83,1.5,1,1,1,1,2.0,1,1,11,2,1,434.0,35,1
1,27.25,1.585,1,1,5,2,1.835,1,1,12,2,1,583.0,713,1
1,32.92,2.5,1,1,12,1,1.75,2,1,2,2,1,720.0,0,2
1,19.33,10.915,1,1,7,3,0.585,2,1,2,2,1,200.0,7,2
1,23.17,11.125,1,1,9,2,0.46,1,1,1,1,1,100.0,0,1
1,22.5,11.5,2,2,3,1,1.5,2,2,0,2,1,0.0,4000,2
1,47.33,6.5,1,1,7,1,1.0,2,2,0,2,1,0.0,228,2
1,19.67,10.0,2,2,6,2,0.835,1,2,0,2,1,140.0,0,2
2,36.75,5.125,1,1,11,1,5.0,1,2,0,2,1,0.0,4000,1
1,20.0,0.0,1,1,8,1,0.5,2,2,0,1,1,144.0,0,2
2,50.08,12.54,1,1,12,1,2.29,1,1,3,2,1,156.0,0,1
1,28.25,0.875,1,1,3,1,0.96,1,1,3,2,1,396.0,0,1
1,20.67,1.25,2,2,7,2,1.375,1,1,3,2,1,140.0,210,2
2,47.25,0.75,1,1,2,2,2.75,1,1,1,1,1,333.0,892,1
1,54.42,0.5,2,2,6,2,3.96,1,2,0,1,1,180.0,314,1
2,36.75,4.71,1,1,13,4,0.0,2,2,0,1,1,160.0,0,2
1,42.75,4.085,1,1,12,1,0.04,2,2,0,1,1,108.0,100,2
2,50.25,0.835,1,1,12,1,0.5,2,2,0,2,1,240.0,117,2
1,39.83,0.5,1,1,3,1,0.25,1,2,0,1,2,288.0,0,2
1,32.08,4.0,1,1,3,1,2.5,1,2,0,2,1,360.0,0,1
1,21.08,10.085,2,2,11,2,1.25,2,2,0,1,1,260.0,0,2
1,39.08,6.0,1,1,3,1,1.29,1,1,5,2,1,108.0,1097,1
1,27.67,0.75,1,1,2,2,0.165,2,2,0,2,1,220.0,251,2
2,30.42,1.375,1,1,1,2,0.04,2,1,3,1,1,0.0,33,2
2,20.67,3.0,1,1,2,1,0.165,1,1,3,1,1,100.0,6,1
1,39.42,1.71,2,2,3,1,0.165,2,2,0,1,2,400.0,0,2
1,23.42,0.585,1,1,7,2,0.085,1,2,0,1,1,180.0,0,2
1,41.5,1.54,1,1,10,3,3.5,2,2,0,1,1,216.0,0,1
2,60.92,5.0,1,1,12,1,4.0,1,1,4,1,1,0.0,99,1
1,16.08,0.75,1,1,7,1,1.75,1,1,5,2,1,352.0,690,1
1,51.83,3.0,2,2,13,4,1.5,2,2,0,1,1,180.0,4,2
1,21.17,0.25,2,2,7,2,0.25,2,2,0,1,1,280.0,204,2
1,51.58,15.0,1,1,7,1,8.5,1,1,9,1,1,0.0,0,1
1,36.25,5.0,1,1,7,3,2.5,1,1,6,1,1,0.0,367,1
1,21.92,0.54,2,2,9,1,0.04,1,1,1,2,1,840.0,59,1
1,31.5681710914,5.0,2,2,12,1,8.5,1,2,0,1,1,0.0,0,2
1,48.17,7.625,1,1,1,2,15.5,1,1,12,1,1,0.0,790,1
1,36.5,4.25,1,1,2,1,3.5,2,2,0,1,1,454.0,50,2
1,24.83,2.75,1,1,7,1,2.25,1,1,6,1,1,184.014771049,600,1
1,25.0,11.25,1,1,7,1,2.5,1,1,17,1,1,200.0,1208,1
1,76.75,22.29,1,1,11,6,12.75,1,1,1,2,1,0.0,109,1
1,29.42,1.25,1,1,7,2,0.25,2,1,2,2,1,400.0,108,2
